"id","site_name","brand_name","item_name","amount"
"5978","康怡舖 (MT)","Bauerfeind","Bauerfeind ValguLoc L No.2","0"
"5977","康怡舖 (MT)","Bauerfeind","Bauerfeind ValguLoc L No.1","0"
"5976","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan L5","0"
"5975","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan L4","0"
"5974","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan R5","0"
"5973","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan R4","0"
"5972","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan L3","0"
"5971","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan L2","0"
"5970","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan L1","0"
"5969","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan R3","0"
"5968","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan R2","0"
"5967","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain A3 Titan R1","0"
"5966","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain #5","0"
"5965","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain #3","0"
"4866","大埔廣場","Bauerfeind","Bauerfeind GenuTrain #1","0"
"4867","大埔廣場","Bauerfeind","Bauerfeind GenuTrain #4","0"
"4868","大埔廣場","Bauerfeind","Bauerfeind GenuTrain #2","0"
"4869","大埔廣場","Bauerfeind","Bauerfeind GenuTrain #3","0"
"4870","大埔廣場","Bauerfeind","Bauerfeind GenuTrain #5","0"
"4871","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R1","0"
"4872","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R2","0"
"4873","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R3","0"
"4874","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L1","0"
"4875","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L2","0"
"4876","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L3","0"
"4877","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R4","0"
"4878","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R5","0"
"4879","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L4","0"
"4880","大埔廣場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L5","0"
"4881","大埔廣場","Bauerfeind","Bauerfeind ValguLoc L No.1","0"
"4882","大埔廣場","Bauerfeind","Bauerfeind ValguLoc L No.2","0"
"4883","大埔廣場","Bauerfeind","Bauerfeind ValguLoc L No.3","0"
"4884","大埔廣場","Bauerfeind","Bauerfeind ValguLoc R No.1","0"
"4885","大埔廣場","Bauerfeind","Bauerfeind ValguLoc R No.2","0"
"4886","大埔廣場","Bauerfeind","Bauerfeind ValguLoc R No.3","0"
"4887","大埔廣場","Bauerfeind","Bauerfeind Visco Heel No.3","0"
"4888","大埔廣場","Bauerfeind","Bauerfeind Visco Heel No.2","0"
"4889","大埔廣場","Bauerfeind","Bauerfeind Visco Heel No.1","0"
"4890","大埔廣場","Bauerfeind","Bauerfeind Visco Ped No.2","0"
"4891","大埔廣場","Bauerfeind","Bauerfeind Visco Ped No.4","0"
"4892","大埔廣場","Bauerfeind","Bauerfeind Visco Ped No.1","0"
"4893","大埔廣場","Bauerfeind","Bauerfeind Visco Ped No.3","0"
"4894","大埔廣場","Bauerfeind","Bauerfeind Visco Ped No.5","0"
"4895","大埔廣場","Bauerfeind","Bauerfeind Visco Spot No.1","0"
"4896","大埔廣場","Bauerfeind","Bauerfeind Visco Spot No.2","0"
"5964","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain #2","1"
"5963","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain #4","0"
"5962","康怡舖 (MT)","Bauerfeind","Bauerfeind GenuTrain #1","0"
"59369","屈臣氏-裕昌中心 (中環)","Bauerfeind","Bauerfeind GenuTrain A3 Titan L2","0"
"59368","屈臣氏-裕昌中心 (中環)","Bauerfeind","Bauerfeind GenuTrain A3 Titan L1","0"
"59367","屈臣氏-裕昌中心 (中環)","Bauerfeind","Bauerfeind GenuTrain #5","0"
"7152","工聯會-土瓜灣","Bauerfeind","Bauerfeind Visco Ped No.5","-1"
"7151","工聯會-土瓜灣","Bauerfeind","Bauerfeind Visco Ped No.3","0"
"7150","工聯會-土瓜灣","Bauerfeind","Bauerfeind Visco Ped No.1","-9"
"7149","工聯會-土瓜灣","Bauerfeind","Bauerfeind Visco Ped No.4","-4"
"7144","工聯會-土瓜灣","Bauerfeind","Bauerfeind ValguLoc R No.3","1"
"7143","工聯會-土瓜灣","Bauerfeind","Bauerfeind ValguLoc R No.2","-13"
"7142","工聯會-土瓜灣","Bauerfeind","Bauerfeind ValguLoc R No.1","-15"
"7140","工聯會-土瓜灣","Bauerfeind","Bauerfeind ValguLoc L No.2","-13"
"7139","工聯會-土瓜灣","Bauerfeind","Bauerfeind ValguLoc L No.1","-11"
"33243","工聯會-土瓜灣","Bauerfeind","Bauerfeind Visco Spot No.2","-8"
"33242","工聯會-土瓜灣","Bauerfeind","Bauerfeind Visco Spot No.1","-5"
"21679","千色店-馬鞍山","Bauerfeind","Bauerfeind ValguLoc R No.2","-119"
"21678","千色店-馬鞍山","Bauerfeind","Bauerfeind ValguLoc R No.1","-100"
"21676","千色店-馬鞍山","Bauerfeind","Bauerfeind ValguLoc L No.2","-129"
"21675","千色店-馬鞍山","Bauerfeind","Bauerfeind ValguLoc L No.1","-87"
"27467","吉之島-荃灣","Bauerfeind","Bauerfeind ValguLoc L No.3","0"
"27466","吉之島-荃灣","Bauerfeind","Bauerfeind ValguLoc L No.2","-9"
"27465","吉之島-荃灣","Bauerfeind","Bauerfeind ValguLoc L No.1","-11"
"27464","吉之島-荃灣","Bauerfeind","Bauerfeind ValguLoc R No.3","1"
"27463","吉之島-荃灣","Bauerfeind","Bauerfeind ValguLoc R No.2","-9"
"27462","吉之島-荃灣","Bauerfeind","Bauerfeind ValguLoc R No.1","-8"
"60287","銀座車仔","Bauerfeind","Bauerfeind Visco Spot No.1","1"
"60286","銀座車仔","Bauerfeind","Bauerfeind Visco Ped No.5","1"
"34288","銀座車仔","Bauerfeind","Bauerfeind ValguLoc R No.3","-5"
"60285","銀座車仔","Bauerfeind","Bauerfeind Visco Ped No.3","1"
"34285","銀座車仔","Bauerfeind","Bauerfeind ValguLoc L No.3","-4"
"34283","銀座車仔","Bauerfeind","Bauerfeind ValguLoc L No.1","-29"
"27135","永安-上環","Bauerfeind","Bauerfeind ValguLoc L No.3","-1"
"27134","永安-上環","Bauerfeind","Bauerfeind ValguLoc L No.2","-90"
"27133","永安-上環","Bauerfeind","Bauerfeind ValguLoc L No.1","-299"
"27132","永安-上環","Bauerfeind","Bauerfeind ValguLoc R No.3","-3"
"27131","永安-上環","Bauerfeind","Bauerfeind ValguLoc R No.2","-101"
"27130","永安-上環","Bauerfeind","Bauerfeind ValguLoc R No.1","-331"
"35879","一田A場","Bauerfeind","Bauerfeind Visco Spot No.2","6"
"35878","一田A場","Bauerfeind","Bauerfeind Visco Spot No.1","4"
"35877","一田A場","Bauerfeind","Bauerfeind Visco Ped No.5","0"
"35876","一田A場","Bauerfeind","Bauerfeind Visco Ped No.3","5"
"35875","一田A場","Bauerfeind","Bauerfeind Visco Ped No.1","0"
"35874","一田A場","Bauerfeind","Bauerfeind Visco Ped No.4","3"
"35873","一田A場","Bauerfeind","Bauerfeind Visco Ped No.2","6"
"35872","一田A場","Bauerfeind","Bauerfeind ValguLoc R No.3","5"
"35871","一田A場","Bauerfeind","Bauerfeind ValguLoc R No.2","5"
"35870","一田A場","Bauerfeind","Bauerfeind ValguLoc R No.1","8"
"35869","一田A場","Bauerfeind","Bauerfeind ValguLoc L No.3","3"
"35868","一田A場","Bauerfeind","Bauerfeind ValguLoc L No.2","5"
"35867","一田A場","Bauerfeind","Bauerfeind ValguLoc L No.1","4"
"38557","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R5","0"
"38556","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R4","0"
"38555","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R3","0"
"38554","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R2","0"
"38553","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan R1","0"
"38552","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L5","0"
"38551","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L4","0"
"38550","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L3","0"
"38549","一田A場","Bauerfeind","Bauerfeind GenuTrain A3 Titan L2","0"
"8295","先施-旺角","Bauerfeind","Bauerfeind ValguLoc L No.1","-20"
"8298","先施-旺角","Bauerfeind","Bauerfeind ValguLoc R No.1","-26"
"8299","先施-旺角","Bauerfeind","Bauerfeind ValguLoc R No.2","-19"
"59366","屈臣氏-裕昌中心 (中環)","Bauerfeind","Bauerfeind GenuTrain #3","0"
"26107","SOGO-B1","Bauerfeind","Bauerfeind Visco Ped No.1","1"
"26105","SOGO-B1","Bauerfeind","Bauerfeind GenuTrain #3","1"
"25518","SOGO-B1","Bauerfeind","Bauerfeind ValguLoc R No.3","2"
"37461","SOGO-B1","Bauerfeind","Bauerfeind Visco Spot No.2","5"
"25682","SOGO-B1","Bauerfeind","Bauerfeind ValguLoc L No.3","0"
"25514","SOGO-B1","Bauerfeind","Bauerfeind ValguLoc L No.2","1"
"37460","SOGO-B1","Bauerfeind","Bauerfeind ValguLoc R No.2","-3"
"34702","先施-旺角","Bauerfeind","Bauerfeind Visco Spot No.2","-2"
"34701","先施-旺角","Bauerfeind","Bauerfeind Visco Spot No.1","-1"
"34700","先施-旺角","Bauerfeind","Bauerfeind Visco Ped No.5","-8"
"25368","先施-旺角","Bauerfeind","Bauerfeind Visco Ped No.3","-9"
"34699","先施-旺角","Bauerfeind","Bauerfeind Visco Ped No.1","-30"
"34698","先施-旺角","Bauerfeind","Bauerfeind Visco Ped No.4","-10"
"34697","先施-旺角","Bauerfeind","Bauerfeind Visco Ped No.2","-14"
"34696","先施-旺角","Bauerfeind","Bauerfeind Visco Heel No.1","0"
"34695","先施-旺角","Bauerfeind","Bauerfeind Visco Heel No.2","0"
"34694","先施-旺角","Bauerfeind","Bauerfeind Visco Heel No.3","0"
"25361","先施-旺角","Bauerfeind","Bauerfeind ValguLoc R No.3","0"
"25360","先施-旺角","Bauerfeind","Bauerfeind ValguLoc L No.3","0"
"25359","先施-旺角","Bauerfeind","Bauerfeind ValguLoc L No.2","-17"
"40380","華豐-北角(地下)","Bauerfeind","Bauerfeind Visco Spot No.2","-4"
"40377","華豐-北角(地下)","Bauerfeind","Bauerfeind Visco Ped No.3","-4"
"40376","華豐-北角(地下)","Bauerfeind","Bauerfeind Visco Ped No.1","-5"
"40375","華豐-北角(地下)","Bauerfeind","Bauerfeind Visco Ped No.4","-7"
"40374","華豐-北角(地下)","Bauerfeind","Bauerfeind Visco Ped No.2","2"
"40246","華豐-北角(地下)","Bauerfeind","Bauerfeind ValguLoc R No.1","-4"
"40243","華豐-北角(地下)","Bauerfeind","Bauerfeind ValguLoc L No.1","-4"
"34021","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Ped No.5","2"
"34020","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Heel No.1","1"
"34019","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Heel No.2","1"
"9980","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Ped No.1","1"
"27990","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Spot No.2","-1"
"23333","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Ped No.3","1"
"23332","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Ped No.4","2"
"23331","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Ped No.2","4"
"39958","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain R #3","-1"
"26040","屈臣氏-京華","Bauerfeind","Bauerfeind ValguLoc R No.2","1"
"49438","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain R #5","0"
"49437","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain R #4","-1"
"26037","屈臣氏-京華","Bauerfeind","Bauerfeind ValguLoc L No.2","3"
"26036","屈臣氏-京華","Bauerfeind","Bauerfeind ValguLoc L No.1","2"
"39955","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain L #3","-1"
"49436","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain L #5","0"
"38404","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Spot No.1","1"
"34012","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain A3 Titan R2","1"
"49435","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain L #4","0"
"23319","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain A3 Titan L2","1"
"49434","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain R #2","0"
"27981","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain #4","1"
"34009","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain A3 Titan L4","-1"
"34008","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain A3 Titan L3","-2"
"38401","屈臣氏-京華","Bauerfeind","Bauerfeind ValguLoc R No.1","3"
"34006","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain #5","0"
"49433","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain R #1","0"
"49432","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain L #2","0"
"49431","屈臣氏-京華","Bauerfeind","Bauerfeind MalleoTrain L #1","0"
"39684","SOGO-9/F特賣埸","Bauerfeind","Bauerfeind Visco Spot No.1","-6"
"39432","SOGO-9/F特賣埸","Bauerfeind","Bauerfeind ValguLoc R No.3","-4"
"39431","SOGO-9/F特賣埸","Bauerfeind","Bauerfeind ValguLoc R No.2","-42"
"39430","SOGO-9/F特賣埸","Bauerfeind","Bauerfeind ValguLoc R No.1","-89"
"39429","SOGO-9/F特賣埸","Bauerfeind","Bauerfeind ValguLoc L No.3","-4"
"39428","SOGO-9/F特賣埸","Bauerfeind","Bauerfeind ValguLoc L No.2","-50"
"39427","SOGO-9/F特賣埸","Bauerfeind","Bauerfeind ValguLoc L No.1","-72"
"49430","屈臣氏-京華","Bauerfeind","Bauerfeind Visco Heel No.3","0"
"49429","屈臣氏-京華","Bauerfeind","Bauerfeind ValguLoc R No.3","0"
"49428","屈臣氏-京華","Bauerfeind","Bauerfeind ValguLoc L No.3","0"
"49427","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain A3 Titan R5","0"
"49426","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain A3 Titan R4","-1"
"39943","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain #3","-1"
"49425","屈臣氏-京華","Bauerfeind","Bauerfeind GenuTrain A3 Titan R3","-1"
"23198","屈臣氏-海富中心","Bauerfeind","Bauerfeind ValguLoc R No.3","-1"
"23048","屈臣氏-海富中心","Bauerfeind","Bauerfeind Visco Ped No.1","-1"
"23197","屈臣氏-海富中心","Bauerfeind","Bauerfeind ValguLoc R No.2","-37"
"23196","屈臣氏-海富中心","Bauerfeind","Bauerfeind ValguLoc R No.1","-62"
"23045","屈臣氏-海富中心","Bauerfeind","Bauerfeind ValguLoc L No.3","-5"
"23044","屈臣氏-海富中心","Bauerfeind","Bauerfeind ValguLoc L No.2","-31"
"39226","屈臣氏-海富中心","Bauerfeind","Bauerfeind ValguLoc L No.1","-54"
"37459","SOGO-B1","Bauerfeind","Bauerfeind ValguLoc R No.1","4"
"37458","SOGO-B1","Bauerfeind","Bauerfeind ValguLoc L No.1","-7"
"33915","SOGO-B1","Bauerfeind","Bauerfeind Visco Spot No.1","2"
"33911","SOGO-B1","Bauerfeind","Bauerfeind GenuTrain #4","0"
"33910","SOGO-B1","Bauerfeind","Bauerfeind GenuTrain #1","1"
"25910","吉之島-大埔","Bauerfeind","Bauerfeind Visco Spot No.2","0"
"20314","吉之島-大埔","Bauerfeind","Bauerfeind Visco Spot No.1","3"
"20537","吉之島-大埔","Bauerfeind","Bauerfeind Visco Ped No.5","1"
"20312","吉之島-大埔","Bauerfeind","Bauerfeind Visco Ped No.3","0"
"20311","吉之島-大埔","Bauerfeind","Bauerfeind Visco Ped No.1","0"
"25786","吉之島-大埔","Bauerfeind","Bauerfeind Visco Ped No.4","0"
"20535","吉之島-大埔","Bauerfeind","Bauerfeind Visco Ped No.2","3"
"20308","吉之島-大埔","Bauerfeind","Bauerfeind ValguLoc R No.3","2"
"20307","吉之島-大埔","Bauerfeind","Bauerfeind ValguLoc R No.2","-4"
"20306","吉之島-大埔","Bauerfeind","Bauerfeind ValguLoc R No.1","-11"
"20305","吉之島-大埔","Bauerfeind","Bauerfeind ValguLoc L No.3","0"
"20304","吉之島-大埔","Bauerfeind","Bauerfeind ValguLoc L No.2","-3"
"20303","吉之島-大埔","Bauerfeind","Bauerfeind ValguLoc L No.1","-6"
"38666","千色店-馬鞍山","Bauerfeind","Bauerfeind ValguLoc R No.3","-25"
"22943","千色店-馬鞍山","Bauerfeind","Bauerfeind Visco Spot No.2","-32"
"22942","千色店-馬鞍山","Bauerfeind","Bauerfeind Visco Spot No.1","-20"
"22941","千色店-馬鞍山","Bauerfeind","Bauerfeind Visco Ped No.5","-9"
"22940","千色店-馬鞍山","Bauerfeind","Bauerfeind Visco Ped No.3","-24"
"22939","千色店-馬鞍山","Bauerfeind","Bauerfeind Visco Ped No.1","-23"
"22938","千色店-馬鞍山","Bauerfeind","Bauerfeind Visco Ped No.4","-27"
"22937","千色店-馬鞍山","Bauerfeind","Bauerfeind Visco Ped No.2","-29"
"22936","千色店-馬鞍山","Bauerfeind","Bauerfeind ValguLoc L No.3","-23"
"23991","千色店-荃灣","Bauerfeind","Bauerfeind Visco Spot No.2","-99"
"23990","千色店-荃灣","Bauerfeind","Bauerfeind Visco Spot No.1","-48"
"23989","千色店-荃灣","Bauerfeind","Bauerfeind Visco Ped No.5","-22"
"23988","千色店-荃灣","Bauerfeind","Bauerfeind Visco Ped No.3","-37"
"23986","千色店-荃灣","Bauerfeind","Bauerfeind Visco Ped No.4","-54"
"23985","千色店-荃灣","Bauerfeind","Bauerfeind Visco Ped No.2","-74"
"23983","千色店-荃灣","Bauerfeind","Bauerfeind ValguLoc R No.2","-118"
"26883","千色店-荃灣","Bauerfeind","Bauerfeind ValguLoc L No.1","-85"
"23980","千色店-荃灣","Bauerfeind","Bauerfeind ValguLoc L No.2","-112"
"26882","千色店-荃灣","Bauerfeind","Bauerfeind ValguLoc R No.1","-77"
"26877","千色店-荃灣","Bauerfeind","Bauerfeind GenuTrain #3","-9"
"26875","千色店-荃灣","Bauerfeind","Bauerfeind GenuTrain #1","-3"
"23965","千色店-荃灣","Bauerfeind","Bauerfeind GenuTrain #4","-3"
"59365","屈臣氏-裕昌中心 (中環)","Bauerfeind","Bauerfeind GenuTrain #2","0"
"37282","吉之島-康山","Bauerfeind","Bauerfeind MalleoTrain R #2","2"
"23899","吉之島-康山","Bauerfeind","Bauerfeind Visco Spot No.2","-7"
"30692","吉之島-康山","Bauerfeind","Bauerfeind Visco Spot No.1","-13"
"13363","吉之島-康山","Bauerfeind","Bauerfeind Visco Ped No.3","-7"
"13362","吉之島-康山","Bauerfeind","Bauerfeind Visco Ped No.1","-22"
"18808","吉之島-康山","Bauerfeind","Bauerfeind Visco Ped No.2","-10"
"23623","吉之島-康山","Bauerfeind","Bauerfeind Visco Ped No.4","-6"
"23622","吉之島-康山","Bauerfeind","Bauerfeind ValguLoc R No.3","-13"
"13354","吉之島-康山","Bauerfeind","Bauerfeind ValguLoc R No.1","-33"
"23621","吉之島-康山","Bauerfeind","Bauerfeind ValguLoc L No.3","-21"
"18801","吉之島-康山","Bauerfeind","Bauerfeind ValguLoc L No.2","-32"
"13351","吉之島-康山","Bauerfeind","Bauerfeind ValguLoc L No.1","-30"
"30686","吉之島-康山","Bauerfeind","Bauerfeind GenuTrain A3 Titan L2","1"
"30683","吉之島-康山","Bauerfeind","Bauerfeind GenuTrain A3 Titan R2","1"
"18787","吉之島-康山","Bauerfeind","Bauerfeind GenuTrain #4","-5"
"57249","永安-尖沙咀","Bauerfeind","Bauerfeind Visco Spot No.2","2"
"57248","永安-尖沙咀","Bauerfeind","Bauerfeind Visco Spot No.1","0"
"25125","永安-尖沙咀","Bauerfeind","Bauerfeind ValguLoc R No.3","3"
"25124","永安-尖沙咀","Bauerfeind","Bauerfeind ValguLoc R No.2","-1"
"30555","永安-尖沙咀","Bauerfeind","Bauerfeind ValguLoc R No.1","-4"
"25122","永安-尖沙咀","Bauerfeind","Bauerfeind ValguLoc L No.3","4"
"25121","永安-尖沙咀","Bauerfeind","Bauerfeind ValguLoc L No.2","-5"
"25120","永安-尖沙咀","Bauerfeind","Bauerfeind ValguLoc L No.1","-2"
"24875","永安-太古","Bauerfeind","Bauerfeind ValguLoc R No.3","-1"
"24874","永安-太古","Bauerfeind","Bauerfeind ValguLoc R No.2","-89"
"24872","永安-太古","Bauerfeind","Bauerfeind ValguLoc L No.3","-2"
"24871","永安-太古","Bauerfeind","Bauerfeind ValguLoc L No.2","-63"
"24870","永安-太古","Bauerfeind","Bauerfeind ValguLoc L No.1","-118"
"24269","吉之島-樂富","Bauerfeind","Bauerfeind Visco Spot No.2","0"
"24268","吉之島-樂富","Bauerfeind","Bauerfeind Visco Spot No.1","2"
"24267","吉之島-樂富","Bauerfeind","Bauerfeind Visco Ped No.5","0"
